AU,Cultivation of paddy rice,i01.a,A_PARI,AU,Paddy rice,p01.a,C_PARI,tonnes,614790.5499999999,True
AU,Cultivation of wheat,i01.b,A_WHEA,AU,Wheat,p01.b,C_WHEA,tonnes,23298564.599999998,True
AU,Cultivation of cereal grains nec,i01.c,A_OCER,AU,Cereal grains nec,p01.c,C_OCER,tonnes,10091072.52,True
AU,"Cultivation of vegetables, fruit, nuts",i01.d,A_FVEG,AU,Vegetables; fruit; nuts,p01.d,C_FVEG,tonnes,3256923.201152142,True
AU,Cultivation of oil seeds,i01.e,A_OILS,AU,Oil seeds,p01.e,C_OILS,tonnes,1054723.429800025,True
AU,Cultivation of plant-based fibers,i01.g,A_FIBR,AU,Oil seeds,p01.e,C_OILS,tonnes,1206065.8701999753,False
AU,"Cultivation of sugar cane, sugar beet",i01.f,A_SUGB,AU,Sugar cane; sugar beet,p01.f,C_SUGB,tonnes,7554544.199999999,True
AU,Cultivation of plant-based fibers,i01.g,A_FIBR,AU,Plant-based fibers,p01.g,C_FIBR,tonnes,777203.7682500001,True
AU,Cultivation of crops nec,i01.h,A_OTCR,AU,Crops nec,p01.h,C_OTCR,tonnes,87435.11458057186,True
AU,Cattle farming,i01.i,A_CATL,AU,Cattle,p01.i,C_CATL,tonnes,1145042.8284939448,True
AU,Raw milk,i01.n,A_MILK,AU,Cattle,p01.i,C_CATL,tonnes,19355.00677058343,False
AU,Pigs farming,i01.j,A_PIGS,AU,Pigs,p01.j,C_PIGS,tonnes,220723.37650928574,True
AU,Poultry farming,i01.k,A_PLTR,AU,Poultry,p01.k,C_PLTR,tonnes,864424.5291445187,True
AU,Meat animals nec,i01.l,A_OMEA,AU,Meat animals nec,p01.l,C_OMEA,tonnes,85947.02739838703,True
AU,"Wool, silk-worm cocoons",i01.o,A_WOOL,AU,Meat animals nec,p01.l,C_OMEA,tonnes,440522.10000000003,False
AU,Animal products nec,i01.m,A_OANP,AU,Animal products nec,p01.m,C_OANP,tonnes,7605.84,True
AU,Raw milk,i01.n,A_MILK,AU,Raw milk,p01.n,C_MILK,tonnes,1092120.0,True
AU,"Wool, silk-worm cocoons",i01.o,A_WOOL,AU,Wool; silk-worm cocoons,p01.o,C_WOOL,tonnes,309397.2,True
AU,"Manure treatment (conventional), storage and land application",i01.w.1,A_MANC,AU,Manure (conventional treatment),p01.w.1,C_MANC,tonnes,12576703.940750388,True
AU,"Forestry, logging and related service activities (02)",i02,A_FORE,AU,Products of forestry; logging and related services (02),p02,C_FORE,tonnes,15933830.187959762,True
AU,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",i05,A_FISH,AU,Fish and other fishing products; services incidental of fishing (05),p05,C_FISH,tonnes,34563.53999999999,True
AU,Mining of coal and lignite; extraction of peat (10),i10,A_COAL,AU,Anthracite,p10.a,C_ANTH,tonnes,761009.4984592126,True
AU,Mining of coal and lignite; extraction of peat (10),i10,A_COAL,AU,Coking Coal,p10.b,C_COKC,tonnes,146712454.28575292,False
AU,Mining of coal and lignite; extraction of peat (10),i10,A_COAL,AU,Other Bituminous Coal,p10.c,C_OTBC,tonnes,129732523.4907358,False
AU,Mining of coal and lignite; extraction of peat (10),i10,A_COAL,AU,Sub-Bituminous Coal,p10.d,C_SUBC,tonnes,37462642.31233866,False
AU,Mining of coal and lignite; extraction of peat (10),i10,A_COAL,AU,Lignite/Brown Coal,p10.f,C_LIBC,tonnes,74735339.69213998,False
AU,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",i11.a,A_COIL,AU,Crude petroleum and services related to crude oil extraction; excluding surveying,p11.a,C_COIL,tonnes,20063241.378233217,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Crude petroleum and services related to crude oil extraction; excluding surveying,p11.a,C_COIL,tonnes,19966.823409779532,False
AU,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",i11.b,A_GASE,AU,Natural gas and services related to natural gas extraction; excluding surveying,p11.b,C_GASE,tonnes,39637500.0,False
AU,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",i11.b,A_GASE,AU,Natural Gas Liquids,p11.b.1,C_GASL,tonnes,2136003.7423271798,False
AU,Mining of uranium and thorium ores (12),i12,A_ORAN,AU,Uranium and thorium ores (12),p12,C_ORAN,tonnes,5961.0,False
AU,Mining of iron ores,i13.1,A_IRON,AU,Iron ores,p13.1,C_IRON,tonnes,286398600.0,False
AU,Mining of copper ores and concentrates,i13.20.11,A_COPO,AU,Copper ores and concentrates,p13.20.11,C_COPO,tonnes,959000.0000000005,False
AU,Mining of nickel ores and concentrates,i13.20.12,A_NIKO,AU,Nickel ores and concentrates,p13.20.12,C_NIKO,tonnes,215000.0000000001,False
AU,Mining of aluminium ores and concentrates,i13.20.13,A_ALUO,AU,Aluminium ores and concentrates,p13.20.13,C_ALUO,tonnes,27951938.0,False
AU,Mining of precious metal ores and concentrates,i13.20.14,A_PREO,AU,Precious metal ores and concentrates,p13.20.14,C_PREO,tonnes,1984.4450000000006,False
AU,"Mining of lead, zinc and tin ores and concentrates",i13.20.15,A_LZTO,AU,Lead; zinc and tin ores and concentrates,p13.20.15,C_LZTO,tonnes,2150014.0,False
AU,Mining of other non-ferrous metal ores and concentrates,i13.20.16,A_ONFO,AU,Other non-ferrous metal ores and concentrates,p13.20.16,C_ONFO,tonnes,6178299.339999999,False
AU,Quarrying of stone,i14.1,A_STON,AU,Stone,p14.1,C_STON,tonnes,22000000.0,False
AU,Quarrying of sand and clay,i14.2,A_SDCL,AU,Sand and clay,p14.2,C_SDCL,tonnes,60316393.18240001,False
AU,Re-processing of secondary construction material into aggregates,i45.w,A_CONW,AU,Sand and clay,p14.2,C_SDCL,tonnes,5069187.25745271,False
AU,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",i14.3,A_CHMF,AU,Chemical and fertilizer minerals; salt and other mining and quarrying products n.e.c.,p14.3,C_CHMF,tonnes,21449040.0714,False
AU,Processing of meat cattle,i15.a,A_PCAT,AU,Products of meat cattle,p15.a,C_PCAT,tonnes,921910.75,False
AU,Processing of meat pigs,i15.b,A_PPIG,AU,Products of meat pigs,p15.b,C_PPIG,tonnes,202234.32799999998,False
AU,Processing of meat poultry,i15.c,A_PPLT,AU,Products of meat poultry,p15.c,C_PPLT,tonnes,389862.71,False
AU,Production of meat products nec,i15.d,A_POME,AU,Meat products nec,p15.d,C_POME,tonnes,366867.60959999997,False
AU,Processing vegetable oils and fats,i15.e,A_VOIL,AU,products of Vegetable oils and fats,p15.e,C_VOIL,tonnes,1651150.7063999998,False
AU,Processing of dairy products,i15.f,A_DAIR,AU,Dairy products,p15.f,C_DAIR,tonnes,1037514.0,False
AU,Processed rice,i15.g,A_RICE,AU,Processed rice,p15.g,C_RICE,tonnes,461092.9125,False
AU,Sugar refining,i15.h,A_SUGR,AU,Sugar,p15.h,C_SUGR,tonnes,4271939.8722,False
AU,Processing of Food products nec,i15.i,A_OFOD,AU,Food products nec,p15.i,C_OFOD,tonnes,3635192.844647383,False
AU,Manufacture of beverages,i15.j,A_BEVR,AU,Beverages,p15.j,C_BEVR,tonnes,284699.99999999994,False
AU,Manufacture of fish products,i15.k,A_FSHP,AU,Fish products,p15.k,C_FSHP,tonnes,1666.5372133754718,False
AU,Manufacture of tobacco products (16),i16,A_TOBC,AU,Tobacco products (16),p16,C_TOBC,tonnes,10970.240000000002,False
AU,Manufacture of textiles (17),i17,A_TEXT,AU,Textiles (17),p17,C_TEXT,tonnes,115932.46574272805,False
AU,Manufacture of wearing apparel; dressing and dyeing of fur (18),i18,A_GARM,AU,Wearing apparel; furs (18),p18,C_GARM,tonnes,205498.56281192394,False
AU,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",i19,A_LETH,AU,Leather and leather products (19),p19,C_LETH,tonnes,78669.62278568526,False
AU,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",i20,A_WOOD,AU,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),p20,C_WOOD,tonnes,2597157.0,False
AU,Re-processing of secondary wood material into new wood material,i20.w,A_WOOW,AU,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),p20,C_WOOD,tonnes,1236794.2276048257,False
AU,Re-processing of secondary wood material into new wood material,i20.w,A_WOOW,AU,Wood material for treatment; Re-processing of secondary wood material into new wood material,p20.w,C_WOOW,tonnes,1281900.1130855735,False
AU,Pulp,i21.1,A_PULP,AU,Pulp,p21.1,C_PULP,tonnes,3299175.0000000005,False
AU,Re-processing of secondary paper into new pulp,i21.w.1,A_PAPR,AU,Pulp,p21.1,C_PULP,tonnes,1705970.000856358,False
AU,Re-processing of secondary paper into new pulp,i21.w.1,A_PAPR,AU,Secondary paper for treatment; Re-processing of secondary paper into new pulp,p21.w.1,C_PAPR,tonnes,1960885.058455584,False
AU,Paper,i21.2,A_PAPE,AU,Paper and paper products,p21.2,C_PAPE,tonnes,3778161.004895292,False
AU,"Publishing, printing and reproduction of recorded media (22)",i22,A_MDIA,AU,Printed matter and recorded media (22),p22,C_MDIA,tonnes,234346.66385206493,False
AU,Manufacture of coke oven products,i23.1,A_COKE,AU,Coke Oven Coke,p23.1.a,C_COKE,tonnes,3212006.3546856446,False
AU,Manufacture of coke oven products,i23.1,A_COKE,AU,Coal Tar,p23.1.c,C_COTA,tonnes,106625.36081551167,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Motor Gasoline,p23.20.a,C_MGSL,tonnes,12222004.060234502,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Aviation Gasoline,p23.20.b,C_AGSL,tonnes,62000.15708559978,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Kerosene Type Jet Fuel,p23.20.d,C_KJET,tonnes,4346983.633180553,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Kerosene,p23.20.e,C_KERO,tonnes,15999.516569285186,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Gas/Diesel Oil,p23.20.f,C_DOIL,tonnes,10803089.012751102,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Heavy Fuel Oil,p23.20.g,C_FOIL,tonnes,951998.5982749633,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Refinery Gas,p23.20.h,C_RGAS,tonnes,797005.3786927526,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Liquefied Petroleum Gases (LPG),p23.20.i,C_LPGA,tonnes,2858083.638689581,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Refinery Feedstocks,p23.20.j,C_REFF,tonnes,2252998.129538837,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Ethane,p23.20.k,C_ETHA,tonnes,599999.3538468498,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Naphtha,p23.20.l,C_NAPT,tonnes,161000.66681109506,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,White Spirit & SBP,p23.20.m,C_WHSP,tonnes,318999.17861420795,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Lubricants,p23.20.n,C_LUBR,tonnes,609999.3430776304,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Bitumen,p23.20.o,C_BITU,tonnes,1236007.9273744845,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Paraffin Waxes,p23.20.p,C_PARW,tonnes,1999.007504274171,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Petroleum Coke,p23.20.q,C_PETC,tonnes,1339998.556924631,False
AU,Petroleum Refinery,i23.2,A_REFN,AU,Non-specified Petroleum Products,p23.20.r,C_NSPP,tonnes,3918014.7082272144,False
AU,"Plastics, basic",i24.a,A_PLAS,AU,Plastics; basic,p24.a,C_PLAS,tonnes,3194028.614467545,False
AU,Re-processing of secondary plastic into new plastic,i24.a.w,A_PLAW,AU,Plastics; basic,p24.a,C_PLAS,tonnes,244105.3182951377,False
AU,Re-processing of secondary plastic into new plastic,i24.a.w,A_PLAW,AU,Secondary plastic for treatment; Re-processing of secondary plastic into new plastic,p24.a.w,C_PLAW,tonnes,263612.654746369,False
AU,"Manure treatment (conventional), storage and land application",i01.w.1,A_MANC,AU,N-fertiliser,p24.b,C_NFER,tonnes,120119.47350476739,False
AU,N-fertiliser,i24.b,A_NFER,AU,N-fertiliser,p24.b,C_NFER,tonnes,422600.0,False
AU,"Biogasification of food waste, incl. land application",i90.2.a,A_BIOF,AU,N-fertiliser,p24.b,C_NFER,tonnes,632.1316657479605,False
AU,"Biogasification of paper, incl. land application",i90.2.b,A_BIOP,AU,N-fertiliser,p24.b,C_NFER,tonnes,200.76815223396682,False
AU,"Biogasification of sewage slugde, incl. land application",i90.2.c,A_BIOS,AU,N-fertiliser,p24.b,C_NFER,tonnes,0.8297207581164494,False
AU,"Composting of food waste, incl. land application",i90.3.a,A_COMF,AU,N-fertiliser,p24.b,C_NFER,tonnes,27.02221462689106,False
AU,"Composting of paper and wood, incl. land application",i90.3.b,A_COMW,AU,N-fertiliser,p24.b,C_NFER,tonnes,9.681843074466842,False
AU,"Manure treatment (conventional), storage and land application",i01.w.1,A_MANC,AU,P- and other fertiliser,p24.c,C_PFER,tonnes,173543.23025491578,False
AU,P- and other fertiliser,i24.c,A_PFER,AU,P- and other fertiliser,p24.c,C_PFER,tonnes,709300.0,False
AU,"Biogasification of food waste, incl. land application",i90.2.a,A_BIOF,AU,P- and other fertiliser,p24.c,C_PFER,tonnes,295.1490059877625,False
AU,"Biogasification of paper, incl. land application",i90.2.b,A_BIOP,AU,P- and other fertiliser,p24.c,C_PFER,tonnes,93.7407881564368,False
AU,"Biogasification of sewage slugde, incl. land application",i90.2.c,A_BIOS,AU,P- and other fertiliser,p24.c,C_PFER,tonnes,0.38740545724080877,False
AU,"Composting of food waste, incl. land application",i90.3.a,A_COMF,AU,P- and other fertiliser,p24.c,C_PFER,tonnes,12.616959755176776,False
AU,"Composting of paper and wood, incl. land application",i90.3.b,A_COMW,AU,P- and other fertiliser,p24.c,C_PFER,tonnes,4.520555628513237,False
AU,Chemicals nec,i24.d,A_CHEM,AU,Chemicals nec,p24.d,C_CHEM,tonnes,20224642.73448416,False
AU,Chemicals nec,i24.d,A_CHEM,AU,Biogasoline,p24.g,C_BIOG,tonnes,403990.64579305094,False
AU,Chemicals nec,i24.d,A_CHEM,AU,Biodiesels,p24.h,C_BIOD,tonnes,87000.28700638158,False
AU,Manufacture of rubber and plastic products (25),i25,A_RUBP,AU,Rubber and plastic products (25),p25,C_RUBP,tonnes,2784508.551408244,False
AU,Manufacture of glass and glass products,i26.a,A_GLAS,AU,Glass and glass products,p26.a,C_GLAS,tonnes,3146754.663708062,False
AU,Re-processing of secondary glass into new glass,i26.a.w,A_GLAW,AU,Glass and glass products,p26.a,C_GLAS,tonnes,582705.1381837535,False
AU,Re-processing of secondary glass into new glass,i26.a.w,A_GLAW,AU,Secondary glass for treatment; Re-processing of secondary glass into new glass,p26.a.w,C_GLAW,tonnes,588532.189565591,False
AU,Manufacture of ceramic goods,i26.b,A_CRMC,AU,Ceramic goods,p26.b,C_CRMC,tonnes,196696.80000000002,False
AU,"Manufacture of bricks, tiles and construction products, in baked clay",i26.c,A_BRIK,AU,Bricks; tiles and construction products; in baked clay,p26.c,C_BRIK,tonnes,427271.99999999994,False
AU,"Manufacture of cement, lime and plaster",i26.d,A_CMNT,AU,Cement; lime and plaster,p26.d,C_CMNT,tonnes,3461354.873076441,False
AU,Manufacture of other non-metallic mineral products n.e.c.,i26.e,A_ONMM,AU,Other non-metallic mineral products,p26.e,C_ONMM,tonnes,533288.487143688,False
AU,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,i27.a,A_STEL,AU,Basic iron and steel and of ferro-alloys and first products thereof,p27.a,C_STEL,tonnes,9788509.943702996,False
AU,Re-processing of secondary steel into new steel,i27.a.w,A_STEW,AU,Basic iron and steel and of ferro-alloys and first products thereof,p27.a,C_STEL,tonnes,2334296.6999999965,False
AU,Re-processing of secondary steel into new steel,i27.a.w,A_STEW,AU,Secondary steel for treatment; Re-processing of secondary steel into new steel,p27.a.w,C_STEW,tonnes,2579397.8522618855,False
AU,Precious metals production,i27.41,A_PREM,AU,Precious metals,p27.41,C_PREM,tonnes,1981.4615549999999,False
AU,Re-processing of secondary preciuos metals into new preciuos metals,i27.41.w,A_PREW,AU,Precious metals,p27.41,C_PREM,tonnes,0.11958074639364472,False
AU,Re-processing of secondary preciuos metals into new preciuos metals,i27.41.w,A_PREW,AU,Secondary preciuos metals for treatment; Re-processing of secondary preciuos metals into new preciuos metals,p27.41.w,C_PREW,tonnes,0.14842297931374998,False
